tweet,labels
big homi drizzi threaten hoe ,Offensive Language
bird word ,No Hate and Offensive
bird bee ,No Hate and Offensive
bird bug voguet anat r  via etsi vintag jewelri bugout insect bird,No Hate and Offensive
bird sing bring thought hot flesh spring morn hot sexual desir fill head let tast amp feel,Offensive Language
bitch coach said didnt like attitud,Offensive Language
bitch got nerv,Offensive Language
bitch freeee,Offensive Language
bitch offici though dick harder missil yo,Offensive Language
bitch roll eye bc didnt get tip doesnt listen u ask sweet potato fri instead regular,Offensive Language
bitch shot cj go upstat  rip  ,Offensive Language
bitch act like dont club ass littl ass skirt amp short give em yeast infect n shit,Offensive Language
bitch back ,Offensive Language
bitch behind annoy,Offensive Language
black california typic nigger,Hate Speech
boy shot albino deer ,No Hate and Offensive
browni made sin,No Hate and Offensive
brown schedul first half year liter retard easi,Offensive Language
chink realli hunt food rt wwltv dog shot arrow east ,Hate Speech
citi use hoesnow bitch look sick,Offensive Language
clip hang dick automat shotti drum call tommi guarant get bitch,Offensive Language
club dont never get old yall hoe though,Offensive Language
corni facad apart nick cannon plan nigga actual genius level busi bitch,Offensive Language
day ex told sober cheat day elimin color skinni jean wardrob,Offensive Language
dean hoe fuck home bro,Offensive Language
ear bird get worm second mous get chee,No Hate and Offensive
ear bird take nap noon,No Hate and Offensive
easiest way sex chick smell good make laugh take get food fuck right pussi,Offensive Language
emoji use im flirt wit bitch gt ,Offensive Language
end yank game plan cant even take,No Hate and Offensive
fact bruin draft yank fan goe show weak scout staff imo didnt homework firechor,No Hate and Offensive
famili ron oneal need sue wutang trash song relea name,No Hate and Offensive
fourth hokag littl bitch like nigga cant even take bitch ass fox,Offensive Language
fuck yellow cloud,Offensive Language
fuck mickey ds gave cooki big mac box ,Offensive Language
fuckin hoe,Offensive Language
fuck royal bitch work,Hate Speech
funni thing daughter never got kick one night stand didnt courag tell mom offici hoe,Offensive Language
ghetto hoe love feel nigga ab ya heard,Offensive Language
ghetto thuge version tree life come soon,Offensive Language
girl skip school aint noth  yo made say head bitch u suppo school catch,Offensive Language
gospel rt tibridotcom better wake realiz good lord aint stop creat pussi built shawti,Offensive Language
guinea fowl seem,No Hate and Offensive
guy la fit fag ,Offensive Language
heat make wanna put hand niggah ,Offensive Language
hoe aint classi like trashyyi,Offensive Language
hoe everybodi nigga,Offensive Language
hoe rate e ,Offensive Language
homi reallli love fat bitch  like love,Offensive Language
homiez bitch like homiez,Offensive Language
inten bankhead bounc said know bitch cuz travel,Offensive Language
jig,No Hate and Offensive
jigg,No Hate and Offensive
ladi talk sit seat  hour piss like bruh  alreadi tri twice cant fuck pee bitch,Offensive Language
last atbat yank stadium thank make good one captain farewellcaptain ,No Hate and Offensive
last time pussi salmon pink ,Offensive Language
left tho rt bellodisastro  twitpic selfi bad   ,Offensive Language
leftisthomosexu war cathol church kick high gear infiltr priesthood boyrap fag,Hate Speech
lie twitter  nigga wouldnt know grade pussi even slap cross face ,Offensive Language
lit bitch talkin shit aint math class today  realli want press issu,Offensive Language
littl bitch nervous tweet anymor,Offensive Language
littl bitch told sloppi top hoppi gave sloppi toppi like sloppi toppi goddess,Offensive Language
major hoe think shit dont stink,Offensive Language
moment truli believ ur fuck pice trash love fell ,Offensive Language
beauti women havin retard caption pic sht extra dumb,Offensive Language
broke peopl say bitch nigga afford speak,Offensive Language
movi abouttim hard ass chick flick nigga goe back time quick n fuck bitch n lol,Offensive Language
music stop play hear fuck bitch ill spit ,Offensive Language
nation know rather real nigger amp bad bitch ,Hate Speech
nerv peopl though cant take nobodi serious continu laugh hoe,Offensive Language
nerv nicca  step crispi ass shoe wit dusti ass timb,Offensive Language
nice side long beach realli got hoe lol,Offensive Language
except babi momma stuck ghetto bitch stomp ass like african ritual,Offensive Language
part award like dyke part cypher amp old skool femal mcs,Offensive Language
reason cheat show bitch kind dick girl get,Offensive Language
thing nicca follow smh  ya self everyon el taken,Offensive Language
time scream tyre tackl hoe ass bitch thewalkingdead,Offensive Language
time year ill bitch cabl hocus pocus come fml,Offensive Language
peopl histor call white trash call reason theyr white trash truth hurt,Hate Speech
pilgrim high fuck like let kill big ass bird eat billion thing,Offensive Language
pilot seen eye said aw red told get high bitch im man ,Offensive Language
power christ compel pop pussi,Offensive Language
price wrong bitch,Offensive Language
proisi jihadi prayer hajj make round ,No Hate and Offensive
punish fit crime instanc take last twinki choke twinki twinki sacr,No Hate and Offensive
question alon  kfromtheg citi got bitch gold teeth,Offensive Language
reason shelbi hate sandwich queer ronandfezsxm,Hate Speech
redskin beg lose game smh,No Hate and Offensive
redskin chang name injun,No Hate and Offensive
republican teabagg hate screw em ,No Hate and Offensive
rich kid bever hill trash even entertain trash look mid thirti,Hate Speech
right english person go busi import suspicion roug wog cop,No Hate and Offensive
bitch tell let go one would go grab right ,Offensive Language
bitch fail geometri know exact angl use take perfect selfi,Offensive Language
bitch chick pose wit pic instagram like bitch text boyfriend aint textin back,Offensive Language
shit bitch brag hilari,Offensive Language
solut simpl  buy bitch,Offensive Language
spot open take better grab anoth bitch determin beauti enough,Offensive Language
street dirti hoe niggad tri wife though,Offensive Language
thing work black peopl bitch never fuck time wanna complain short check bitch dietoday,Hate Speech
thinner eyebrow crazier bitch,Offensive Language
tweeter gurl tumblr use taser roach im assum hous bitch shame,Offensive Language
two ringless fag rt everybodyhatesx barkley amp reggi talk nonsen entir game,No Hate and Offensive
type bitch like think broke disgust,Offensive Language
ugliest bitch swear bad ,Offensive Language
undesir rt kinghorsedick vianawf  bitch big bruh,Offensive Language
valu abu  statement credenti jihadi circl impecc  face trial terror charg,No Hate and Offensive
way hawk girl green lantern trust hoe nope,Offensive Language
way fuck would think love bitch,Offensive Language
way see bitch fake affili ,Offensive Language
way klansman would say nigger slave way gop say conserv gop liter see conserv slave,Offensive Language
weeknd bitch love dark skin fella,Offensive Language
whole afternoon deep voic bitch,Offensive Language
wife new bitch name ursula ,Offensive Language
willow tree pocohonta bitch  year old,Offensive Language
word bitch dont appli women women got littl bitch em,Offensive Language
world n everi bitch,Offensive Language
world better place bitch like die lone ,Offensive Language
thee bear trash tho,No Hate and Offensive
 insult even selfdeprec first thing straight go faggot queer tranni gay even suppo alli,Offensive Language
gotta load lux vs murda mook ,No Hate and Offensive
salsa negro awesom stacymungo loriisright,No Hate and Offensive
bad bitch blow kiss earlob,Offensive Language
browni tho ,No Hate and Offensive
chick triedto put fire lol im dirt bag court dumb hoe though,Offensive Language
gay dude stay baddest bitchesno punch line,Offensive Language
hoe dont like ,Offensive Language
hoe gone call strvp,Offensive Language
hoe look clean foot,Offensive Language
old bytch sorri phuck sack  pussi get ripe ,Offensive Language
pretti bitch love bitch love guccccci,Offensive Language
pretti nail bitch bail outta jail bitch,Offensive Language
queer ass short rabchenko got,Hate Speech
quicc blast bitch cash bitch ,Offensive Language
quiet girl hoe watch,Offensive Language
shit ug hoe rt sirrocobama  rt burgerk nugget amp u still actin chicken ,Offensive Language
shoota grandmama hous aint around bitch ina minut ,Offensive Language
shoota grandmoma hous aint round bitch minut,Offensive Language
squirrel faggot b rt  threesomethursday  ,Offensive Language
taz angel hoe need furnitur,Offensive Language
women bar  happyhour pleasur old hoe pure savag ,Offensive Language
hit bitch like free throw ,Offensive Language
went insid order hide mutant bird,No Hate and Offensive
zerah cushit came armi one million men  chariot came far  ,No Hate and Offensive
bitch expen im budget boo cant afford shit bitch want,Offensive Language
shoot bitch ass stupid shit like key car bust window,Offensive Language
bitch gon fuck money long ,Offensive Language
fuck yo bitch,Offensive Language
mexican bitch wanna speak fuckin languag amp give attitud cant speak right ass tf,Offensive Language
stupid bitch class liter ask question everi time professor say someth,Offensive Language
wanna ask maad question bitch tell need stop interrupt playlist,Offensive Language
bitch sing sound like hor choke,Offensive Language
yall idol kani wife hoe lol,Offensive Language
wouldv die didnt breath bitch,Offensive Language
 type nigga world real nigga  amp bitch nigga,Offensive Language
lot top tier wrestler start yardi,No Hate and Offensive
girl women ladi bitch maam beeeitch dumb ass bitch hahaha,Offensive Language
real life hoe ig crazi,Offensive Language
retard ass movi netflix,Offensive Language
trash bag hall like  wks weird thing chang consist everi day,No Hate and Offensive
rule tie goe runner safe yank johnsterl,No Hate and Offensive
noth wrong ariana grand caus dont look like hoe yall gotta problem,Offensive Language
yellow thing sky dont know make,No Hate and Offensive
bitch joint custodi dick act understand part time benefit,Offensive Language
may fag hag switch comin,Offensive Language
side trip dc char palmer cpac shannityshair thefriddl  ,No Hate and Offensive
reason block bitch,Offensive Language
go act like hoe ,Offensive Language
bird nest garag bird fli poop car ,No Hate and Offensive
differ ya bitch ya friend bitch rey build wit friend tryna compet,Offensive Language
green bowl high spliff high j high blunt high moke high moke  coff high,No Hate and Offensive
lot big booti bitch pharr gym ,Offensive Language
special place hell peopl slam brake yellow light ,No Hate and Offensive
appar wee cunt whos year younger call sean brown cheeki lol,Offensive Language
dude twitter respect dickyou knowth mirror selfi niggazth nude droppersdick avispussi eat avi,Offensive Language
gonna lot trash talk todayworldcup,No Hate and Offensive
